Time (matlabs datenum format),Cloud base height (decameters)
730562.6667,351
730562.7083,121
730562.75,251
730562.7917,171
730562.8333,241
730562.875,171
730562.9167,101
730562.9583,281
730563,471
730563.0417,251
730563.0833,261
730563.125,311
730563.1667,411
730563.2083,421
730563.25,71
730563.2917,31
730563.3333,381
730563.375,111
730563.4167,251
730563.4583,21
730563.5,181
730563.5417,361
730563.5833,251
730563.625,431
730563.6667,161
730563.7083,391
730563.75,61
730563.7917,81
730563.8333,181
730563.875,71
730563.9167,51
730563.9583,101
730564,481
730564.0417,31
730564.0833,421
730564.125,141
730564.1667,291
730564.2083,321
730564.25,21
730564.2917,471
730564.3333,391
730564.375,91
730564.4167,451
730564.4583,11
730564.5,341
730564.5417,261
730564.5833,211
730564.625,241
730564.6667,241
730564.7083,101
730564.75,81
730564.7917,211
730564.8333,1
730564.875,411
730564.9167,351
730564.9583,441
730565,141
730565.0417,181
730565.0833,451
730565.125,451
730565.1667,181
730565.2083,101
730565.25,381
730565.2917,241
730565.3333,271
730565.375,251
730565.4167,451
730565.4583,181
730565.5,391
730565.5417,101
730565.5833,51
730565.625,341
730565.6667,11
730565.7083,361
730565.75,261
730565.7917,281
730565.8333,41
730565.875,431
730565.9167,311
730565.9583,211
730566,221
730566.0417,441
730566.0833,461
730566.125,471
730566.1667,341
730566.2083,71
730566.25,501
730566.2917,351
730566.3333,1
730566.375,171
730566.4167,461
730566.4583,261
730566.5,371
730566.5417,151
730566.5833,51
730566.625,391
730566.6667,21
730566.7083,31
730566.75,361
730566.7917,51
730566.8333,301
730566.875,281
730566.9167,1
730566.9583,481
730567,91
730567.0417,211
730567.0833,201
730567.125,141
730567.1667,91
730567.2083,111
730567.25,271
730567.2917,141
730567.3333,111
730567.375,181
730567.4167,351
730567.4583,451
730567.5,161
730567.5417,261
730567.5833,41
730567.625,461
730567.6667,161
730567.7083,101
730567.75,231
730567.7917,261
730567.8333,421
730567.875,61
730567.9167,291
730567.9583,151
730568,111
730568.0417,401
730568.0833,111
730568.125,331
730568.1667,291
730568.2083,71
730568.25,371
730568.2917,471
730568.3333,191
730568.375,201
730568.4167,391
730568.4583,261
730568.5,371
730568.5417,381
730568.5833,401
730568.625,471
730568.6667,131
730568.7083,231
730568.75,31
730568.7917,291
730568.8333,391
730568.875,51
730568.9167,381
730568.9583,251
730569,341
730569.0417,181
730569.0833,101
730569.125,211
730569.1667,461
730569.2083,311
730569.25,391
730569.2917,211
730569.3333,91
730569.375,411
730569.4167,351
730569.4583,51
730569.5,111
730569.5417,281
730569.5833,161
730569.625,451
730569.6667,371
730569.7083,181
730569.75,61
730569.7917,481
730569.8333,381
730569.875,181
730569.9167,61
730569.9583,91
730570,191
730570.0417,31
730570.0833,101
730570.125,241
730570.1667,261
730570.2083,411
730570.25,461
730570.2917,311
730570.3333,181
730570.375,481
730570.4167,21
730570.4583,311
730570.5,411
730570.5417,201
730570.5833,441
730570.625,81
730570.6667,261
730570.7083,261
730570.75,441
730570.7917,281
730570.8333,141
730570.875,411
730570.9167,411
730570.9583,471
730571,131
730571.0417,91
730571.0833,11
730571.125,81
730571.1667,131
730571.2083,281
730571.25,221
730571.2917,151
730571.3333,491
730571.375,301
730571.4167,181
730571.4583,181
730571.5,491
730571.5417,491
730571.5833,451
730571.625,171
730571.6667,421
730571.7083,491
730571.75,471
730571.7917,451
730571.8333,281
730571.875,331
730571.9167,421
730571.9583,91
730572,121
730572.0417,21
730572.0833,31
730572.125,11
730572.1667,411
730572.2083,261
730572.25,371
730572.2917,401
730572.3333,151
730572.375,361
730572.4167,391
730572.4583,351
730572.5,191
730572.5417,471
730572.5833,21
730572.625,31
730572.6667,291
730572.7083,361
730572.75,271
730572.7917,201
730572.8333,391
730572.875,311
730572.9167,111
730572.9583,111
730573,361
730573.0417,41
730573.0833,491
730573.125,31
730573.1667,291
730573.2083,71
730573.25,241
730573.2917,431
730573.3333,491
730573.375,61
730573.4167,201
730573.4583,441
730573.5,101
730573.5417,381
730573.5833,81
730573.625,81
730573.6667,231
730573.7083,181
730573.75,431
730573.7917,331
730573.8333,331
730573.875,411
730573.9167,241
730573.9583,441
730574,41
730574.0417,61
730574.0833,111
730574.125,411
730574.1667,111
730574.2083,241
730574.25,131
730574.2917,341
730574.3333,141
730574.375,21
730574.4167,111
730574.4583,31
730574.5,71
730574.5417,201
730574.5833,311
730574.625,371
730574.6667,91
730574.7083,111
730574.75,431
730574.7917,21
730574.8333,101
730574.875,211
730574.9167,491
730574.9583,421
730575,411
730575.0417,51
730575.0833,61
730575.125,231
730575.1667,271
730575.2083,321
730575.25,121
730575.2917,281
730575.3333,191
730575.375,191
730575.4167,471
730575.4583,381
730575.5,31
730575.5417,21
730575.5833,311
730575.625,341
730575.6667,341
730575.7083,391
730575.75,401
730575.7917,481
730575.8333,141
730575.875,141
730575.9167,1
730575.9583,21
730576,41
730576.0417,311
730576.0833,241
730576.125,241
730576.1667,91
730576.2083,121
730576.25,131
730576.2917,31
730576.3333,11
730576.375,111
730576.4167,241
730576.4583,191
730576.5,261
730576.5417,141
730576.5833,181
730576.625,231
730576.6667,211
730576.7083,161
730576.75,421
730576.7917,241
730576.8333,401
730576.875,161
730576.9167,161
730576.9583,471
730577,41
730577.0417,151
730577.0833,231
730577.125,61
730577.1667,401
730577.2083,41
730577.25,61
730577.2917,301
730577.3333,151
730577.375,161
730577.4167,321
730577.4583,371
730577.5,391
730577.5417,321
730577.5833,11
730577.625,291
730577.6667,81
730577.7083,371
730577.75,221
730577.7917,161
730577.8333,11
730577.875,441
730577.9167,161
730577.9583,191
730578,461
730578.0417,101
730578.0833,331
730578.125,61
730578.1667,281
730578.2083,221
730578.25,141
730578.2917,81
730578.3333,141
730578.375,51
730578.4167,81
730578.4583,1
730578.5,61
730578.5417,121
730578.5833,391
730578.625,241
730578.6667,41
730578.7083,41
730578.75,111
730578.7917,451
730578.8333,461
730578.875,321
730578.9167,331
730578.9583,231
730579,11
730579.0417,371
730579.0833,151
730579.125,371
730579.1667,401
730579.2083,481
730579.25,371
730579.2917,301
730579.3333,91
730579.375,271
730579.4167,471
730579.4583,131
730579.5,361
730579.5417,131
730579.5833,421
730579.625,341
730579.6667,21
730579.7083,61
730579.75,11
730579.7917,431
730579.8333,291
730579.875,211
730579.9167,241
730579.9583,11
730580,391
730580.0417,281
730580.0833,111
730580.125,351
730580.1667,341
730580.2083,381
730580.25,51
730580.2917,11
730580.3333,351
730580.375,81
730580.4167,351
730580.4583,441
730580.5,461
730580.5417,201
730580.5833,191
730580.625,271
730580.6667,31
730580.7083,401
730580.75,481
730580.7917,11
730580.8333,491
730580.875,271
730580.9167,351
730580.9583,491
730581,351
730581.0417,111
730581.0833,21
730581.125,291
730581.1667,1
730581.2083,11
730581.25,431
730581.2917,481
730581.3333,241
730581.375,201
730581.4167,31
730581.4583,161
730581.5,51
730581.5417,231
730581.5833,31
730581.625,141
730581.6667,351
730581.7083,51
730581.75,421
730581.7917,401
730581.8333,51
730581.875,241
730581.9167,81
730581.9583,261
730582,81
730582.0417,361
730582.0833,201
730582.125,441
730582.1667,211
730582.2083,131
730582.25,391
730582.2917,271
730582.3333,191
730582.375,131
730582.4167,441
730582.4583,101
730582.5,481
730582.5417,351
730582.5833,161
730582.625,461
730582.6667,341
730582.7083,51
730582.75,121
730582.7917,131
730582.8333,411
730582.875,401
730582.9167,471
730582.9583,321
730583,391
730583.0417,351
730583.0833,101
730583.125,61
730583.1667,191
730583.2083,41
730583.25,251
730583.2917,101
730583.3333,131
730583.375,441
730583.4167,231
730583.4583,121
730583.5,101
730583.5417,481
730583.5833,331
730583.625,271
730583.6667,401
730583.7083,61
730583.75,251
730583.7917,491
730583.8333,351
730583.875,171
730583.9167,361
730583.9583,91
730584,491
730584.0417,381
730584.0833,191
730584.125,271
730584.1667,361
730584.2083,461
730584.25,121
730584.2917,51
730584.3333,341
730584.375,131
730584.4167,1
730584.4583,471
730584.5,301
730584.5417,151
730584.5833,111
730584.625,111
730584.6667,111
730584.7083,231
730584.75,351
730584.7917,51
730584.8333,331
730584.875,191
730584.9167,231
730584.9583,31
730585,341
730585.0417,221
730585.0833,11
730585.125,351
730585.1667,351
730585.2083,411
730585.25,21
730585.2917,361
730585.3333,411
730585.375,181
730585.4167,501
730585.4583,461
730585.5,461
730585.5417,51
730585.5833,381
730585.625,71
730585.6667,51
730585.7083,461
730585.75,411
730585.7917,261
730585.8333,451
730585.875,131
730585.9167,91
730585.9583,151
730586,111
730586.0417,381
730586.0833,311
730586.125,61
730586.1667,181
730586.2083,431
730586.25,71
730586.2917,161
730586.3333,351
730586.375,141
730586.4167,471
730586.4583,71
730586.5,221
730586.5417,441
730586.5833,481
730586.625,231
730586.6667,11
730586.7083,141
730586.75,141
730586.7917,211
730586.8333,271
730586.875,371
730586.9167,141
730586.9583,151
730587,451
730587.0417,391
730587.0833,121
730587.125,191
730587.1667,61
730587.2083,11
730587.25,411
730587.2917,301
730587.3333,391
730587.375,471
730587.4167,361
730587.4583,121
730587.5,271
730587.5417,21
730587.5833,11
730587.625,131
730587.6667,11
730587.7083,11
730587.75,281
730587.7917,211
730587.8333,361
730587.875,231
730587.9167,441
730587.9583,391
730588,251
730588.0417,31
730588.0833,71
730588.125,461
730588.1667,491
730588.2083,151
730588.25,41
730588.2917,421
730588.3333,471
730588.375,101
730588.4167,131
730588.4583,301
730588.5,491
730588.5417,171
730588.5833,491
730588.625,311
730588.6667,181
730588.7083,331
730588.75,91
730588.7917,491
730588.8333,411
730588.875,151
730588.9167,281
730588.9583,131
730589,451
730589.0417,371
730589.0833,31
730589.125,281
730589.1667,241
730589.2083,291
730589.25,141
730589.2917,421
730589.3333,361
730589.375,311
730589.4167,491
730589.4583,11
730589.5,241
730589.5417,191
730589.5833,31
730589.625,231
730589.6667,191
730589.7083,341
730589.75,471
730589.7917,221
730589.8333,61
730589.875,51
730589.9167,151
730589.9583,481
730590,251
730590.0417,111
730590.0833,41
730590.125,151
730590.1667,441
730590.2083,41
730590.25,141
730590.2917,231
730590.3333,131
730590.375,31
730590.4167,451
730590.4583,411
730590.5,381
730590.5417,31
730590.5833,71
730590.625,481
730590.6667,61
730590.7083,11
730590.75,151
730590.7917,501
730590.8333,401
730590.875,381
730590.9167,471
730590.9583,391
730591,501
730591.0417,201
730591.0833,241
730591.125,381
730591.1667,341
730591.2083,301
730591.25,161
730591.2917,331
730591.3333,41
730591.375,331
730591.4167,461
730591.4583,381
730591.5,501
730591.5417,481
730591.5833,471
730591.625,101
730591.6667,221
730591.7083,301
730591.75,431
730591.7917,261
730591.8333,471
730591.875,441
730591.9167,491
730591.9583,241
730592,241
730592.0417,411
730592.0833,191
730592.125,71
730592.1667,451
730592.2083,331
730592.25,61
730592.2917,111
730592.3333,51
730592.375,321
730592.4167,371
730592.4583,441
730592.5,481
730592.5417,281
730592.5833,51
730592.625,231
730592.6667,441
730592.7083,371
730592.75,441
730592.7917,391
730592.8333,201
730592.875,161
730592.9167,301
730592.9583,161
730593,381
730593.0417,21
730593.0833,231
730593.125,81
730593.1667,431
730593.2083,101
730593.25,481
730593.2917,381
730593.3333,221
730593.375,91
730593.4167,111
730593.4583,51
730593.5,181
730593.5417,501
730593.5833,251
730593.625,121
730593.6667,461
730593.7083,291
730593.75,411
730593.7917,371
730593.8333,381
730593.875,501
730593.9167,381
730593.9583,361
730594,121
730594.0417,371
730594.0833,61
730594.125,461
730594.1667,21
730594.2083,251
730594.25,471
730594.2917,381
730594.3333,221
730594.375,61
730594.4167,281
730594.4583,121
730594.5,131
730594.5417,281
730594.5833,411
730594.625,211
730594.6667,211
730594.7083,111
730594.75,321
730594.7917,341
730594.8333,301
730594.875,51
730594.9167,111
730594.9583,251
730595,311
730595.0417,491
730595.0833,501
730595.125,451
730595.1667,101
730595.2083,351
730595.25,161
730595.2917,271
730595.3333,451
730595.375,411
730595.4167,211
730595.4583,111
730595.5,241
730595.5417,291
730595.5833,251
730595.625,461
730595.6667,321
730595.7083,21
730595.75,151
730595.7917,301
730595.8333,261
730595.875,411
730595.9167,111
730595.9583,211
730596,51
730596.0417,101
730596.0833,101
730596.125,41
730596.1667,81
730596.2083,131
730596.25,211
730596.2917,191
730596.3333,341
730596.375,421
730596.4167,371
730596.4583,61
730596.5,311
730596.5417,471
730596.5833,191
730596.625,101
730596.6667,181
730596.7083,241
730596.75,241
730596.7917,161
730596.8333,431
730596.875,101
730596.9167,11
730596.9583,321
730597,11
730597.0417,201
730597.0833,471
730597.125,461
730597.1667,11
730597.2083,201
730597.25,331
730597.2917,351
730597.3333,181
730597.375,341
730597.4167,391
730597.4583,341
730597.5,141
730597.5417,81
730597.5833,361
730597.625,441
730597.6667,21
730597.7083,131
730597.75,461
730597.7917,191
730597.8333,481
730597.875,261
730597.9167,151
730597.9583,181
730598,71
730598.0417,311
730598.0833,431
730598.125,481
730598.1667,341
730598.2083,251
730598.25,491
730598.2917,101
730598.3333,61
730598.375,371
730598.4167,111
730598.4583,411
730598.5,471
730598.5417,91
730598.5833,191
730598.625,421
730598.6667,211
730598.7083,331
730598.75,501
730598.7917,291
730598.8333,151
730598.875,151
730598.9167,381
730598.9583,211
730599,301
730599.0417,391
730599.0833,71
730599.125,411
730599.1667,251
730599.2083,301
730599.25,491
730599.2917,351
730599.3333,41
730599.375,111
730599.4167,11
730599.4583,211
730599.5,421
730599.5417,111
730599.5833,431
730599.625,141
730599.6667,141
730599.7083,191
730599.75,401
730599.7917,371
730599.8333,261
730599.875,391
730599.9167,151
730599.9583,501
730600,341
730600.0417,461
730600.0833,101
730600.125,161
730600.1667,181
730600.2083,291
730600.25,201
730600.2917,71
730600.3333,301
730600.375,501
730600.4167,401
730600.4583,411
730600.5,331
730600.5417,331
730600.5833,241
730600.625,381
730600.6667,41
730600.7083,421
730600.75,321
730600.7917,231
730600.8333,331
730600.875,101
730600.9167,321
730600.9583,41
730601,351
730601.0417,41
730601.0833,191
730601.125,331
730601.1667,211
730601.2083,21
730601.25,321
730601.2917,361
730601.3333,231
730601.375,1
730601.4167,351
730601.4583,81
730601.5,151
730601.5417,351
730601.5833,111
730601.625,321
730601.6667,71
730601.7083,341
730601.75,471
730601.7917,301
730601.8333,251
730601.875,301
730601.9167,31
730601.9583,311
730602,231
730602.0417,251
730602.0833,171
730602.125,111
730602.1667,431
730602.2083,141
730602.25,271
730602.2917,81
730602.3333,101
730602.375,31
730602.4167,441
730602.4583,1
730602.5,391
730602.5417,481
730602.5833,361
730602.625,351
730602.6667,341
730602.7083,331
730602.75,461
730602.7917,151
730602.8333,361
730602.875,411
730602.9167,1
730602.9583,371
730603,221
730603.0417,71
730603.0833,231
730603.125,261
730603.1667,361
730603.2083,471
730603.25,81
730603.2917,1
730603.3333,51
730603.375,41
730603.4167,71
730603.4583,371
730603.5,341
730603.5417,341
730603.5833,141
730603.625,281
730603.6667,411
730603.7083,381
730603.75,131
730603.7917,121
730603.8333,91
730603.875,361
730603.9167,211
730603.9583,461
730604,91
730604.0417,241
730604.0833,291
730604.125,71
730604.1667,41
730604.2083,411
730604.25,191
730604.2917,241
730604.3333,441
730604.375,211
730604.4167,161
730604.4583,371
730604.5,231
730604.5417,201
730604.5833,401
730604.625,281
730604.6667,11
730604.7083,501
730604.75,301
730604.7917,351
730604.8333,331
730604.875,21
730604.9167,71
730604.9583,101
730605,71
730605.0417,81
730605.0833,131
730605.125,281
730605.1667,161
730605.2083,491
730605.25,141
730605.2917,251
730605.3333,131
730605.375,501
730605.4167,231
730605.4583,131
730605.5,311
730605.5417,101
730605.5833,311
730605.625,101
730605.6667,61
730605.7083,221
730605.75,11
730605.7917,221
730605.8333,321
730605.875,221
730605.9167,491
730605.9583,151
730606,211
730606.0417,141
730606.0833,121
730606.125,161
730606.1667,291
730606.2083,41
730606.25,351
730606.2917,441
730606.3333,391
730606.375,411
730606.4167,141
730606.4583,371
730606.5,431
730606.5417,121
730606.5833,371
730606.625,461
730606.6667,161
730606.7083,491
730606.75,361
730606.7917,31
730606.8333,461
730606.875,461
730606.9167,341
730606.9583,421
730607,61
730607.0417,381
730607.0833,471
730607.125,281
730607.1667,501
730607.2083,411
730607.25,211
730607.2917,261
730607.3333,441
730607.375,11
730607.4167,481
730607.4583,221
730607.5,501
730607.5417,81
730607.5833,211
730607.625,291
730607.6667,421
730607.7083,421
730607.75,131
730607.7917,321
730607.8333,261
730607.875,271
730607.9167,291
730607.9583,111
730608,251
730608.0417,301
730608.0833,181
730608.125,111
730608.1667,141
730608.2083,51
730608.25,151
730608.2917,81
730608.3333,41
730608.375,381
730608.4167,181
730608.4583,161
730608.5,121
730608.5417,421
730608.5833,111
730608.625,421
730608.6667,181
730608.7083,21
730608.75,161
730608.7917,291
730608.8333,111
730608.875,221
730608.9167,41
730608.9583,491
730609,261
730609.0417,211
730609.0833,371
730609.125,131
730609.1667,451
730609.2083,21
730609.25,161
730609.2917,421
730609.3333,171
730609.375,431
730609.4167,391
730609.4583,481
730609.5,441
730609.5417,281
730609.5833,331
730609.625,341
730609.6667,241
730609.7083,121
