Time (matlab datenum format),Wind speed 10m (m/s)
730562.625,10
730562.6667,5
730562.7083,6
730562.75,3
730562.7917,3
730562.8333,1
730562.875,7
730562.9167,8
730562.9583,6
730563,2
730563.0417,6
730563.0833,5
730563.125,9
730563.1667,3
730563.2083,4
730563.25,2
730563.2917,2
730563.3333,1
730563.375,2
730563.4167,1
730563.4583,6
730563.5,6
730563.5417,4
730563.5833,4
730563.625,20
730563.6667,2
730563.7083,3
730563.75,9
730563.7917,4
730563.8333,10
730563.875,4
730563.9167,10
730563.9583,5
730564,5
730564.0417,4
730564.0833,1
730564.125,3
730564.1667,7
730564.2083,4
730564.25,13
730564.2917,2
730564.3333,10
730564.375,16
730564.4167,2
730564.4583,15
730564.5,6
730564.5417,8
730564.5833,1
730564.625,11
730564.6667,17
730564.7083,7
730564.75,4
730564.7917,7
730564.8333,5
730564.875,10
730564.9167,5
730564.9583,10
730565,10
730565.0417,1
730565.0833,2
730565.125,6
730565.1667,4
730565.2083,4
730565.25,4
730565.2917,10
730565.3333,3
730565.375,7
730565.4167,4
730565.4583,2
730565.5,7
730565.5417,8
730565.5833,4
730565.625,1
730565.6667,2
730565.7083,17
730565.75,4
730565.7917,14
730565.8333,4
730565.875,1
730565.9167,6
730565.9583,2
730566,7
730566.0417,12
730566.0833,13
730566.125,19
730566.1667,4
730566.2083,3
730566.25,17
730566.2917,2
730566.3333,3
730566.375,13
730566.4167,4
730566.4583,8
730566.5,4
730566.5417,3
730566.5833,5
730566.625,3
730566.6667,2
730566.7083,5
730566.75,13
730566.7917,5
730566.8333,5
730566.875,4
730566.9167,9
730566.9583,16
730567,10
730567.0417,9
730567.0833,4
730567.125,7
730567.1667,4
730567.2083,9
730567.25,10
730567.2917,6
730567.3333,1
730567.375,17
730567.4167,4
730567.4583,4
730567.5,17
730567.5417,4
730567.5833,10
730567.625,5
730567.6667,5
730567.7083,6
730567.75,8
730567.7917,9
730567.8333,6
730567.875,6
730567.9167,9
730567.9583,6
730568,6
730568.0417,2
730568.0833,3
730568.125,2
730568.1667,12
730568.2083,6
730568.25,10
730568.2917,14
730568.3333,5
730568.375,8
730568.4167,6
730568.4583,4
730568.5,11
730568.5417,7
730568.5833,4
730568.625,8
730568.6667,6
730568.7083,12
730568.75,5
730568.7917,6
730568.8333,3
730568.875,13
730568.9167,2
730568.9583,11
730569,3
730569.0417,5
730569.0833,9
730569.125,2
730569.1667,5
730569.2083,9
730569.25,9
730569.2917,4
730569.3333,4
730569.375,6
730569.4167,5
730569.4583,2
730569.5,1
730569.5417,7
730569.5833,10
730569.625,14
730569.6667,4
730569.7083,12
730569.75,9
730569.7917,8
730569.8333,5
730569.875,1
730569.9167,6
730569.9583,5
730570,5
730570.0417,2
730570.0833,4
730570.125,1
730570.1667,10
730570.2083,7
730570.25,5
730570.2917,11
730570.3333,5
730570.375,4
730570.4167,16
730570.4583,7
730570.5,3
730570.5417,2
730570.5833,6
730570.625,7
730570.6667,3
730570.7083,11
730570.75,8
730570.7917,3
730570.8333,2
730570.875,3
730570.9167,7
730570.9583,4
730571,4
730571.0417,8
730571.0833,2
730571.125,4
730571.1667,8
730571.2083,9
730571.25,6
730571.2917,2
730571.3333,4
730571.375,6
730571.4167,7
730571.4583,2
730571.5,6
730571.5417,2
730571.5833,5
730571.625,1
730571.6667,4
730571.7083,4
730571.75,1
730571.7917,6
730571.8333,3
730571.875,4
730571.9167,11
730571.9583,2
730572,3
730572.0417,2
730572.0833,6
730572.125,5
730572.1667,2
730572.2083,9
730572.25,13
730572.2917,3
730572.3333,9
730572.375,11
730572.4167,4
730572.4583,11
730572.5,4
730572.5417,6
730572.5833,12
730572.625,9
730572.6667,5
730572.7083,3
730572.75,2
730572.7917,8
730572.8333,3
730572.875,6
730572.9167,12
730572.9583,2
730573,6
730573.0417,3
730573.0833,2
730573.125,16
730573.1667,14
730573.2083,2
730573.25,3
730573.2917,3
730573.3333,6
730573.375,7
730573.4167,3
730573.4583,2
730573.5,1
730573.5417,5
730573.5833,3
730573.625,1
730573.6667,7
730573.7083,9
730573.75,11
730573.7917,4
730573.8333,2
730573.875,9
730573.9167,6
730573.9583,7
730574,6
730574.0417,16
730574.0833,6
730574.125,2
730574.1667,1
730574.2083,6
730574.25,2
730574.2917,2
730574.3333,5
730574.375,6
730574.4167,3
730574.4583,3
730574.5,3
730574.5417,13
730574.5833,7
730574.625,6
730574.6667,5
730574.7083,5
730574.75,3
730574.7917,9
730574.8333,12
730574.875,9
730574.9167,5
730574.9583,1
730575,4
730575.0417,10
730575.0833,9
730575.125,3
730575.1667,3
730575.2083,8
730575.25,3
730575.2917,11
730575.3333,4
730575.375,9
730575.4167,4
730575.4583,2
730575.5,3
730575.5417,6
730575.5833,4
730575.625,4
730575.6667,9
730575.7083,3
730575.75,5
730575.7917,6
730575.8333,5
730575.875,4
730575.9167,5
730575.9583,6
730576,1
730576.0417,14
730576.0833,2
730576.125,5
730576.1667,2
730576.2083,11
730576.25,6
730576.2917,2
730576.3333,10
730576.375,8
730576.4167,3
730576.4583,3
730576.5,4
730576.5417,15
730576.5833,7
730576.625,6
730576.6667,8
730576.7083,2
730576.75,3
730576.7917,4
730576.8333,9
730576.875,8
730576.9167,1
730576.9583,1
730577,5
730577.0417,5
730577.0833,2
730577.125,18
730577.1667,10
730577.2083,9
730577.25,2
730577.2917,3
730577.3333,7
730577.375,5
730577.4167,3
730577.4583,2
730577.5,4
730577.5417,16
730577.5833,4
730577.625,8
730577.6667,10
730577.7083,7
730577.75,2
730577.7917,6
730577.8333,3
730577.875,11
730577.9167,4
730577.9583,8
730578,3
730578.0417,4
730578.0833,12
730578.125,5
730578.1667,5
730578.2083,5
730578.25,1
730578.2917,8
730578.3333,2
730578.375,5
730578.4167,1
730578.4583,10
730578.5,2
730578.5417,6
730578.5833,21
730578.625,3
730578.6667,6
730578.7083,8
730578.75,5
730578.7917,7
730578.8333,16
730578.875,3
730578.9167,3
730578.9583,5
730579,8
730579.0417,6
730579.0833,7
730579.125,2
730579.1667,5
730579.2083,4
730579.25,7
730579.2917,6
730579.3333,1
730579.375,2
730579.4167,7
730579.4583,4
730579.5,6
730579.5417,5
730579.5833,3
730579.625,4
730579.6667,4
730579.7083,5
730579.75,5
730579.7917,1
730579.8333,8
730579.875,5
730579.9167,7
730579.9583,4
730580,7
730580.0417,8
730580.0833,8
730580.125,0
730580.1667,11
730580.2083,2
730580.25,8
730580.2917,5
730580.3333,4
730580.375,10
730580.4167,11
730580.4583,16
730580.5,8
730580.5417,6
730580.5833,9
730580.625,14
730580.6667,9
730580.7083,5
730580.75,17
730580.7917,4
730580.8333,9
730580.875,7
730580.9167,14
730580.9583,3
730581,7
730581.0417,2
730581.0833,3
730581.125,6
730581.1667,16
730581.2083,8
730581.25,2
730581.2917,6
730581.3333,7
730581.375,3
730581.4167,5
730581.4583,14
730581.5,7
730581.5417,6
730581.5833,4
730581.625,1
730581.6667,3
730581.7083,3
730581.75,2
730581.7917,2
730581.8333,9
730581.875,4
730581.9167,10
730581.9583,4
730582,4
730582.0417,4
730582.0833,11
730582.125,7
730582.1667,5
730582.2083,1
730582.25,13
730582.2917,1
730582.3333,4
730582.375,8
730582.4167,10
730582.4583,8
730582.5,3
730582.5417,4
730582.5833,7
730582.625,5
730582.6667,8
730582.7083,1
730582.75,4
730582.7917,3
730582.8333,11
730582.875,4
730582.9167,4
730582.9583,3
730583,9
730583.0417,3
730583.0833,5
730583.125,2
730583.1667,8
730583.2083,7
730583.25,4
730583.2917,1
730583.3333,4
730583.375,1
730583.4167,3
730583.4583,3
730583.5,13
730583.5417,15
730583.5833,4
730583.625,6
730583.6667,5
730583.7083,11
730583.75,4
730583.7917,6
730583.8333,3
730583.875,7
730583.9167,4
730583.9583,5
730584,3
730584.0417,3
730584.0833,5
730584.125,4
730584.1667,3
730584.2083,2
730584.25,12
730584.2917,1
730584.3333,3
730584.375,2
730584.4167,8
730584.4583,8
730584.5,3
730584.5417,3
730584.5833,9
730584.625,6
730584.6667,7
730584.7083,9
730584.75,2
730584.7917,17
730584.8333,9
730584.875,10
730584.9167,7
730584.9583,5
730585,4
730585.0417,1
730585.0833,3
730585.125,3
730585.1667,4
730585.2083,8
730585.25,10
730585.2917,1
730585.3333,9
730585.375,6
730585.4167,7
730585.4583,12
730585.5,15
730585.5417,5
730585.5833,3
730585.625,10
730585.6667,2
730585.7083,2
730585.75,4
730585.7917,10
730585.8333,11
730585.875,3
730585.9167,4
730585.9583,0
730586,3
730586.0417,6
730586.0833,3
730586.125,2
730586.1667,10
730586.2083,2
730586.25,10
730586.2917,5
730586.3333,7
730586.375,5
730586.4167,3
730586.4583,2
730586.5,6
730586.5417,1
730586.5833,4
730586.625,6
730586.6667,7
730586.7083,4
730586.75,5
730586.7917,2
730586.8333,3
730586.875,2
730586.9167,15
730586.9583,3
730587,6
730587.0417,7
730587.0833,7
730587.125,6
730587.1667,2
730587.2083,9
730587.25,2
730587.2917,9
730587.3333,9
730587.375,3
730587.4167,2
730587.4583,2
730587.5,10
730587.5417,4
730587.5833,3
730587.625,11
730587.6667,6
730587.7083,8
730587.75,4
730587.7917,1
730587.8333,10
730587.875,13
730587.9167,8
730587.9583,7
730588,1
730588.0417,0
730588.0833,6
730588.125,7
730588.1667,6
730588.2083,3
730588.25,1
730588.2917,12
730588.3333,1
730588.375,3
730588.4167,1
730588.4583,4
730588.5,4
730588.5417,6
730588.5833,5
730588.625,6
730588.6667,7
730588.7083,2
730588.75,6
730588.7917,7
730588.8333,1
730588.875,9
730588.9167,4
730588.9583,3
730589,4
730589.0417,10
730589.0833,3
730589.125,6
730589.1667,6
730589.2083,2
730589.25,2
730589.2917,1
730589.3333,2
730589.375,6
730589.4167,1
730589.4583,3
730589.5,16
730589.5417,6
730589.5833,1
730589.625,4
730589.6667,8
730589.7083,3
730589.75,10
730589.7917,3
730589.8333,4
730589.875,2
730589.9167,2
730589.9583,5
730590,9
730590.0417,4
730590.0833,7
730590.125,5
730590.1667,18
730590.2083,4
730590.25,2
730590.2917,3
730590.3333,7
730590.375,7
730590.4167,3
730590.4583,6
730590.5,4
730590.5417,6
730590.5833,4
730590.625,10
730590.6667,11
730590.7083,5
730590.75,3
730590.7917,4
730590.8333,1
730590.875,5
730590.9167,9
730590.9583,1
730591,3
730591.0417,3
730591.0833,9
730591.125,7
730591.1667,1
730591.2083,4
730591.25,9
730591.2917,5
730591.3333,15
730591.375,5
730591.4167,17
730591.4583,4
730591.5,7
730591.5417,4
730591.5833,7
730591.625,2
730591.6667,4
730591.7083,6
730591.75,6
730591.7917,4
730591.8333,6
730591.875,9
730591.9167,3
730591.9583,4
730592,1
730592.0417,5
730592.0833,7
730592.125,5
730592.1667,5
730592.2083,2
730592.25,16
730592.2917,3
730592.3333,14
730592.375,2
730592.4167,3
730592.4583,10
730592.5,10
730592.5417,4
730592.5833,7
730592.625,13
730592.6667,1
730592.7083,4
730592.75,5
730592.7917,12
730592.8333,4
730592.875,8
730592.9167,2
730592.9583,3
730593,8
730593.0417,5
730593.0833,2
730593.125,5
730593.1667,8
730593.2083,3
730593.25,10
730593.2917,6
730593.3333,2
730593.375,3
730593.4167,3
730593.4583,17
730593.5,4
730593.5417,5
730593.5833,16
730593.625,6
730593.6667,6
730593.7083,3
730593.75,8
730593.7917,7
730593.8333,13
730593.875,3
730593.9167,5
730593.9583,2
730594,1
730594.0417,6
730594.0833,7
730594.125,7
730594.1667,1
730594.2083,5
730594.25,7
730594.2917,5
730594.3333,2
730594.375,2
730594.4167,3
730594.4583,4
730594.5,5
730594.5417,6
730594.5833,3
730594.625,5
730594.6667,7
730594.7083,12
730594.75,2
730594.7917,4
730594.8333,2
730594.875,7
730594.9167,11
730594.9583,1
730595,4
730595.0417,4
730595.0833,2
730595.125,1
730595.1667,6
730595.2083,4
730595.25,3
730595.2917,11
730595.3333,2
730595.375,1
730595.4167,5
730595.4583,11
730595.5,4
730595.5417,5
730595.5833,5
730595.625,2
730595.6667,7
730595.7083,7
730595.75,4
730595.7917,2
730595.8333,3
730595.875,4
730595.9167,3
730595.9583,4
730596,10
730596.0417,2
730596.0833,7
730596.125,7
730596.1667,10
730596.2083,2
730596.25,5
730596.2917,3
730596.3333,8
730596.375,10
730596.4167,9
730596.4583,2
730596.5,3
730596.5417,10
730596.5833,3
730596.625,4
730596.6667,4
730596.7083,6
730596.75,2
730596.7917,10
730596.8333,11
730596.875,3
730596.9167,4
730596.9583,9
730597,12
730597.0417,5
730597.0833,5
730597.125,2
730597.1667,5
730597.2083,3
730597.25,6
730597.2917,2
730597.3333,3
730597.375,3
730597.4167,2
730597.4583,7
730597.5,6
730597.5417,5
730597.5833,5
730597.625,3
730597.6667,11
730597.7083,13
730597.75,5
730597.7917,4
730597.8333,2
730597.875,7
730597.9167,3
730597.9583,16
730598,8
730598.0417,8
730598.0833,3
730598.125,7
730598.1667,3
730598.2083,4
730598.25,1
730598.2917,5
730598.3333,11
730598.375,5
730598.4167,5
730598.4583,11
730598.5,6
730598.5417,2
730598.5833,0
730598.625,3
730598.6667,8
730598.7083,3
730598.75,5
730598.7917,1
730598.8333,12
730598.875,1
730598.9167,4
730598.9583,13
730599,3
730599.0417,7
730599.0833,12
730599.125,2
730599.1667,5
730599.2083,3
730599.25,7
730599.2917,7
730599.3333,2
730599.375,5
730599.4167,7
730599.4583,3
730599.5,7
730599.5417,5
730599.5833,7
730599.625,1
730599.6667,3
730599.7083,6
730599.75,4
730599.7917,7
730599.8333,9
730599.875,4
730599.9167,4
730599.9583,3
730600,5
730600.0417,11
730600.0833,10
730600.125,8
730600.1667,10
730600.2083,5
730600.25,9
730600.2917,4
730600.3333,3
730600.375,9
730600.4167,3
730600.4583,7
730600.5,2
730600.5417,3
730600.5833,3
730600.625,7
730600.6667,6
730600.7083,5
730600.75,10
730600.7917,6
730600.8333,2
730600.875,4
730600.9167,5
730600.9583,6
730601,9
730601.0417,3
730601.0833,4
730601.125,4
730601.1667,5
730601.2083,4
730601.25,3
730601.2917,5
730601.3333,3
730601.375,6
730601.4167,5
730601.4583,5
730601.5,6
730601.5417,6
730601.5833,6
730601.625,4
730601.6667,3
730601.7083,6
730601.75,3
730601.7917,6
730601.8333,4
730601.875,8
730601.9167,4
730601.9583,3
730602,2
730602.0417,3
730602.0833,8
730602.125,6
730602.1667,5
730602.2083,1
730602.25,5
730602.2917,2
730602.3333,8
730602.375,8
730602.4167,15
730602.4583,16
730602.5,8
730602.5417,4
730602.5833,4
730602.625,3
730602.6667,2
730602.7083,4
730602.75,2
730602.7917,6
730602.8333,4
730602.875,5
730602.9167,6
730602.9583,7
730603,4
730603.0417,2
730603.0833,5
730603.125,7
730603.1667,10
730603.2083,3
730603.25,2
730603.2917,9
730603.3333,7
730603.375,11
730603.4167,7
730603.4583,2
730603.5,6
730603.5417,6
730603.5833,3
730603.625,6
730603.6667,7
730603.7083,2
730603.75,4
730603.7917,2
730603.8333,5
730603.875,2
730603.9167,3
730603.9583,3
730604,7
730604.0417,5
730604.0833,6
730604.125,6
730604.1667,4
730604.2083,7
730604.25,4
730604.2917,16
730604.3333,1
730604.375,4
730604.4167,4
730604.4583,5
730604.5,5
730604.5417,2
730604.5833,3
730604.625,2
730604.6667,24
730604.7083,10
730604.75,6
730604.7917,11
730604.8333,9
730604.875,4
730604.9167,7
730604.9583,4
730605,2
730605.0417,5
730605.0833,5
730605.125,3
730605.1667,7
730605.2083,5
730605.25,7
730605.2917,7
730605.3333,2
730605.375,2
730605.4167,3
730605.4583,5
730605.5,6
730605.5417,12
730605.5833,4
730605.625,6
730605.6667,5
730605.7083,6
730605.75,8
730605.7917,5
730605.8333,2
730605.875,4
730605.9167,6
730605.9583,8
730606,9
730606.0417,5
730606.0833,5
730606.125,3
730606.1667,1
730606.2083,5
730606.25,3
730606.2917,3
730606.3333,7
730606.375,4
730606.4167,3
730606.4583,3
730606.5,5
730606.5417,4
730606.5833,7
730606.625,3
730606.6667,8
730606.7083,5
730606.75,2
730606.7917,8
730606.8333,3
730606.875,3
730606.9167,2
730606.9583,7
730607,7
730607.0417,3
730607.0833,8
730607.125,3
730607.1667,3
730607.2083,1
730607.25,5
730607.2917,4
730607.3333,5
730607.375,4
730607.4167,1
730607.4583,9
730607.5,3
730607.5417,3
730607.5833,22
730607.625,6
730607.6667,5
730607.7083,15
730607.75,2
730607.7917,5
730607.8333,10
730607.875,1
730607.9167,5
730607.9583,5
730608,8
730608.0417,8
730608.0833,4
730608.125,8
730608.1667,5
730608.2083,8
730608.25,13
730608.2917,9
730608.3333,2
730608.375,9
730608.4167,4
730608.4583,11
730608.5,14
730608.5417,8
730608.5833,5
730608.625,3
730608.6667,3
730608.7083,2
730608.75,9
730608.7917,2
730608.8333,7
730608.875,1
730608.9167,3
730608.9583,11
730609,3
730609.0417,4
730609.0833,11
730609.125,2
730609.1667,5
730609.2083,1
730609.25,5
730609.2917,5
730609.3333,4
730609.375,5
730609.4167,6
730609.4583,1
730609.5,3
730609.5417,5
730609.5833,3
730609.625,3
730609.6667,5
730609.7083,5
730609.75,11
730609.7917,7
730609.8333,5
730609.875,4
730609.9167,13
730609.9583,4
730610,3
730610.0417,9
730610.0833,9
730610.125,13
730610.1667,2
730610.2083,5
730610.25,7
730610.2917,6
730610.3333,2
730610.375,5
730610.4167,4
730610.4583,2
730610.5,10
730610.5417,3
730610.5833,11
730610.625,3
730610.6667,6
730610.7083,12
730610.75,7
730610.7917,4
730610.8333,1
730610.875,12
730610.9167,9
730610.9583,5
730611,4
730611.0417,9
730611.0833,2
730611.125,2
730611.1667,5
730611.2083,4
730611.25,9
730611.2917,1
730611.3333,6
730611.375,4
730611.4167,8
730611.4583,6
730611.5,5
730611.5417,11
730611.5833,4
730611.625,2
730611.6667,6
730611.7083,7
730611.75,2
730611.7917,9
730611.8333,8
730611.875,0
730611.9167,14
730611.9583,6
730612,7
730612.0417,14
730612.0833,3
730612.125,3
730612.1667,3
730612.2083,6
730612.25,1
730612.2917,2
730612.3333,2
730612.375,3
730612.4167,6
730612.4583,1
730612.5,6
730612.5417,3
730612.5833,7
730612.625,6
730612.6667,6
730612.7083,2
730612.75,2
730612.7917,7
730612.8333,6
730612.875,2
730612.9167,4
730612.9583,3
730613,14
730613.0417,5
730613.0833,2
730613.125,3
730613.1667,4
730613.2083,2
730613.25,4
730613.2917,3
730613.3333,5
730613.375,1
730613.4167,2
730613.4583,11
730613.5,8
730613.5417,2
730613.5833,2
730613.625,1
730613.6667,9
730613.7083,3
730613.75,6
730613.7917,4
730613.8333,2
730613.875,7
730613.9167,2
730613.9583,9
730614,4
730614.0417,3
730614.0833,1
730614.125,3
730614.1667,1
730614.2083,6
730614.25,5
730614.2917,4
730614.3333,2
730614.375,5
730614.4167,6
730614.4583,2
730614.5,3
730614.5417,4
730614.5833,6
730614.625,8
730614.6667,5
730614.7083,6
730614.75,5
730614.7917,15
730614.8333,3
730614.875,14
730614.9167,4
730614.9583,7
730615,9
730615.0417,5
730615.0833,6
730615.125,4
730615.1667,9
730615.2083,6
730615.25,7
730615.2917,7
730615.3333,8
730615.375,3
730615.4167,18
730615.4583,8
730615.5,3
730615.5417,2
730615.5833,6
730615.625,6
730615.6667,6
730615.7083,6
730615.75,5
730615.7917,11
730615.8333,0
730615.875,2
730615.9167,5
730615.9583,5
730616,5
730616.0417,4
730616.0833,2
730616.125,3
730616.1667,4
730616.2083,7
730616.25,5
730616.2917,2
730616.3333,4
730616.375,12
730616.4167,3
730616.4583,3
730616.5,5
730616.5417,3
730616.5833,5
730616.625,5
730616.6667,3
730616.7083,7
730616.75,10
730616.7917,6
730616.8333,11
730616.875,14
730616.9167,10
730616.9583,4
730617,9
730617.0417,4
730617.0833,6
730617.125,10
730617.1667,4
730617.2083,2
730617.25,2
730617.2917,3
730617.3333,12
730617.375,8
730617.4167,4
730617.4583,7
730617.5,6
730617.5417,2
730617.5833,7
730617.625,2
730617.6667,6
730617.7083,8
730617.75,1
730617.7917,8
730617.8333,3
730617.875,6
730617.9167,7
730617.9583,12
730618,8
730618.0417,4
730618.0833,2
730618.125,9
730618.1667,11
730618.2083,7
730618.25,4
730618.2917,11
730618.3333,8
730618.375,5
730618.4167,4
730618.4583,7
730618.5,9
730618.5417,14
730618.5833,13
730618.625,8
730618.6667,3
730618.7083,2
730618.75,4
730618.7917,6
730618.8333,5
730618.875,4
730618.9167,8
730618.9583,1
730619,1
730619.0417,11
730619.0833,6
730619.125,9
730619.1667,4
730619.2083,7
730619.25,10
730619.2917,13
730619.3333,4
730619.375,7
730619.4167,6
730619.4583,5
730619.5,5
730619.5417,5
730619.5833,7
730619.625,2
730619.6667,5
730619.7083,5
730619.75,8
730619.7917,7
730619.8333,5
730619.875,1
730619.9167,14
730619.9583,2
730620,8
730620.0417,13
730620.0833,5
730620.125,1
730620.1667,16
730620.2083,5
730620.25,10
730620.2917,3
730620.3333,11
730620.375,8
730620.4167,2
730620.4583,6
730620.5,3
730620.5417,5
730620.5833,4
730620.625,9
730620.6667,4
730620.7083,8
730620.75,6
730620.7917,4
730620.8333,4
730620.875,7
730620.9167,9
730620.9583,3
730621,3
730621.0417,2
730621.0833,10
730621.125,21
730621.1667,8
730621.2083,11
730621.25,3
730621.2917,6
730621.3333,1
730621.375,4
730621.4167,8
730621.4583,8
730621.5,4
730621.5417,10
730621.5833,7
730621.625,10
730621.6667,4
730621.7083,7
730621.75,3
730621.7917,5
730621.8333,9
730621.875,9
730621.9167,2
730621.9583,9
730622,7
730622.0417,3
730622.0833,6
730622.125,6
730622.1667,15
730622.2083,1
730622.25,2
730622.2917,3
730622.3333,5
730622.375,5
730622.4167,4
730622.4583,11
730622.5,2
730622.5417,6
730622.5833,8
730622.625,3
730622.6667,2
730622.7083,3
730622.75,5
730622.7917,3
730622.8333,5
730622.875,4
730622.9167,10
730622.9583,5
730623,13
730623.0417,4
730623.0833,21
730623.125,9
730623.1667,8
730623.2083,2
730623.25,10
730623.2917,2
730623.3333,3
730623.375,4
730623.4167,5
730623.4583,10
730623.5,3
730623.5417,4
730623.5833,7
730623.625,6
730623.6667,4
730623.7083,6
730623.75,1
730623.7917,4
730623.8333,14
730623.875,3
730623.9167,3
730623.9583,3
730624,6
730624.0417,2
730624.0833,2
730624.125,11
730624.1667,11
730624.2083,1
730624.25,5
730624.2917,3
730624.3333,7
730624.375,2
730624.4167,14
730624.4583,2
730624.5,4
730624.5417,7
730624.5833,1
730624.625,5
730624.6667,10
730624.7083,4
730624.75,22
730624.7917,7
730624.8333,4
730624.875,3
730624.9167,8
730624.9583,2
730625,4
